temperature,humidity,rainfall,ph,nitrogen,phosphorous,potassium,carbon,soil,label
20.77576147,84.49774397,240.0810647,6.244841491,73.41,63.57,82.39,1.21,Peaty Soil,rice
22.30157427,80.64416466,197.9791215,6.043304899,69.78,55.29,67.59,1.28,Peaty Soil,rice
21.44653958,84.59609431,272.2017204,5.824709117,77.55,51.68,70.88,2.1,Peaty Soil,rice
22.17931888,80.33127223,200.0882787,6.357389366,69.81,67.5,81.52,0.71,Acidic Soil,rice
24.52783742,82.73685569,224.6757231,6.364134968,75.33,69.04,87.11,0.63,Acidic Soil,rice
20.2800712,81.63895217,270.4417274,5.108527114,74.86,42.919,58.16,0.89,Acidic Soil,rice
25.7354293,83.88266234,233.1321372,6.149410611,77.96,59.59,76.54,2.28,Peaty Soil,rice
26.7320648,82.1480873,193.3473987,5.950660556,73.64,53.49,64.57,1.66,Peaty Soil,rice
26.7320648,81.17734011,272.2999056,5.960370061,82.86,53.42,74.92,2.35,Peaty Soil,rice
23.86330467,83.15250801,285.2493645,5.561398642,81.45,47.34,66.44,1.16,Peaty Soil,rice
21.01944696,82.95221726,290.7103425,7.416245107,78.91,89.79,135.59,2.13,Loamy Soil,rice
24.17298839,83.7287574,257.0343554,5.583370042,78.9,47.73,64.19,1.41,Peaty Soil,rice
22.78133816,82.06719137,248.7183228,6.430010215,75.83,73.19,98.18,1.48,Peaty Soil,rice
25.62980105,83.52842314,209.9001977,5.534878156,74.96,47.1,59.1,1.21,Peaty Soil,rice
25.59704938,80.28362927,200.834898,6.903985986,72.89,146.7326,143.952,1.54,Loamy Soil,rice
23.83067496,84.59609431,290.7103425,6.271478838,83.52,64.93,94.64,1.64,Peaty Soil,rice
26.31355498,82.36698992,265.5355937,7.224285503,81.97,140.17,143.84405,1.75,Loamy Soil,rice
24.8972823,80.52586088,185.197438,6.13428721,70.46,57.91,68.29,1.55,Peaty Soil,rice
24.958779,84.47963372,196.9560008,5.206373153,73.07,44.13,57.0975,2.03,Peaty Soil,rice
23.24113501,84.59201843,233.0453455,7.633567638,75.45,62.45,79.73,1.57,Peaty Soil,rice
21.66628296,80.70960551,210.8142087,7.062779015,70.48,140.6822,143.1364,0.95,Loamy Soil,rice
24.63544858,80.41363018,253.7202781,7.633567638,77.92,63.03,86.32,1.22,Peaty Soil,rice
23.43121862,83.06310136,219.9048349,5.286203711,73.78,44.54,57.11,1.89,Peaty Soil,rice
20.2800712,80.3477562,208.5810155,6.766240045,69.2805,133.12,147.520955,2.18,Loamy Soil,rice
23.85724032,82.22572988,195.0948311,7.382762603,71.26,94.45,107.96,1.21,Loamy Soil,rice
21.97199397,81.89918197,227.3637009,5.658169482,72.73,48.31,62.59,0.86,Acidic Soil,rice
26.22916897,83.83625819,286.5083725,5.543360238,83.536,47.27,66.23,0.52,Acidic Soil,rice
23.44676801,84.59609431,283.9338466,6.215109715,81.36,62.41,88.23,1.19,Peaty Soil,rice
25.65553461,83.47021081,217.3788583,7.120272972,75.86,147.45895,144.523,1.74,Loamy Soil,rice
24.44345477,82.45432595,267.9761948,5.950647577,80.01,53.57,74.05,0.85,Acidic Soil,rice
20.2801937,82.1235421,191.9535738,7.236705436,69.2805,134.08,147.520955,1.61,Loamy Soil,rice
21.7238313,80.28362927,277.9626192,6.501697816,76.92,78.31,114.38,0.99,Loamy Soil,rice
20.41447029,82.20802629,245.1511304,7.592490617,72.86,71.62,95.17,2.24,Peaty Soil,rice
25.75528612,83.51827127,245.6626799,5.875345751,79.36,52.28,69.12,1.3,Peaty Soil,rice
20.61521424,83.77345559,279.5451717,6.932400225,76.82,140.233,147.520955,0.96,Loamy Soil,rice
21.84106875,80.72886384,202.3838319,6.946209881,69.82,143.406,145.36423,2.24,Loamy Soil,rice
20.2800712,83.29114712,263.6372176,5.739175027,74.5,49.82,67.88,1.79,Peaty Soil,rice
24.45802087,82.74835604,185.197438,6.738652179,70.53,124.99,133.14,2.02,Loamy Soil,rice
21.14347496,80.33502926,198.6730942,5.594819626,69.2805,47.15,58.85,1.94,Peaty Soil,rice
25.78720567,82.11124033,243.5120414,6.946636369,78.65,144.93,144.942,0.99,Loamy Soil,rice
23.64124821,80.28597873,263.1103304,5.108527114,77.74,42.919,57.65,2.38,Peaty Soil,rice
23.43191632,80.56887849,269.5039162,6.363472208,78.27,67.97,96.45,2.04,Peaty Soil,rice
24.97669518,83.891805,204.8001847,6.880431223,73.84,147.452,140.2401,1.76,Loamy Soil,rice
22.72791041,82.1706881,260.8875056,7.300410836,77.07,112.06,145.43543,2.28,Loamy Soil,rice
24.87300744,82.84022551,290.7103425,6.587918708,83.536,90.31,135.65,1.19,Loamy Soil,rice
21.32376327,83.00320459,192.3197536,7.283736617,69.2805,117.76,130.37,1.67,Loamy Soil,rice
26.29465461,84.56919326,257.4914906,7.023936392,81.81,146.631,140.52,1.38,Loamy Soil,rice
22.2286982,81.85872947,278.0791793,6.939083505,78.11,147.45895,147.13,2.26,Loamy Soil,rice
26.73072391,81.78596776,280.4044392,7.633567638,83.536,58.25,83.05,1.32,Peaty Soil,rice
24.88921174,81.97927117,185.9461429,5.108527114,71.08,42.919,57.0975,1.29,Peaty Soil,rice
26.7320648,81.46033732,194.5766559,6.136131869,73.67,58.29,70.03,2.03,Peaty Soil,rice
22.67846116,83.72874389,200.9133156,7.524080076,71.19,77.93,91.12,2.15,Peaty Soil,rice
26.08867875,80.37979919,185.197438,5.706943251,71.31,48.65,58.86,2.26,Peaty Soil,rice
25.42977518,82.94682591,195.3574542,5.758506323,72.89,50.04,60.98,1.35,Peaty Soil,rice
26.40323239,81.05635517,223.3671883,6.349606327,76.56,67.39,85.79,0.89,Acidic Soil,rice
26.04371967,84.59609431,186.7536773,5.999969026,72.96,55.49,64.9,1.11,Peaty Soil,rice
25.2827223,80.54372813,220.1156708,5.453592032,74.9,45.63,58.98,2.25,Peaty Soil,rice
22.08576562,83.47038318,231.7364957,6.372576327,73.73,69.91,89.25,0.93,Acidic Soil,rice
23.28617173,81.43321641,242.3170629,5.108527114,75.53,42.919,57.0975,0.93,Acidic Soil,rice
25.48591986,81.40633547,185.197438,5.935344406,71.05,52.94,62.87,2.13,Peaty Soil,rice
23.67575393,81.03569343,233.7034975,5.17782304,74.91,43.34,57.1,0.75,Acidic Soil,rice
20.82477109,84.1341879,230.2242223,6.462391607,72.41,76.95,97.1,1.89,Peaty Soil,rice
26.7320648,81.91411159,290.6793783,7.069172227,83.536,141.6931,147.520955,2.15,Loamy Soil,rice
23.83509503,83.88387074,241.2013513,7.473134377,76.79,83.19,107.97,1.2,Loamy Soil,rice
26.52872817,80.28362927,218.9163567,6.158376967,75.85,58.56,74.68,1.39,Peaty Soil,rice
26.46428311,83.85642678,248.2256491,7.549873681,80.6,75.75,100.19,1.12,Peaty Soil,rice
22.69657794,82.81088865,256.9964761,6.028321558,76.84,55.57,75.26,1.5,Peaty Soil,rice
22.68319059,83.46358271,194.2651719,6.604993475,70.43,93.39,105.57,1.52,Loamy Soil,rice
21.53346343,82.14004101,290.7103425,6.500343222,79.08,79.32,118.97,1.7,Loamy Soil,rice
21.40865769,83.3293191,287.5766935,5.935745417,78.5,53.49,76.03,0.9,Acidic Soil,rice
26.54348085,84.59609431,185.197438,7.072655622,72.93,147.45895,141.872,1.24,Loamy Soil,rice
23.35905428,83.59512273,188.413665,5.333322606,70.44,45.05,57.0975,1.53,Peaty Soil,rice
22.61359953,63.69070564,87.75953857,5.749914421,57.02,45.28,49.36,2.33,Acidic Soil,maize
25.97981747,71.57476937,102.2662445,6.865447377,60.1105,144.906,141.688,1.52,Neutral Soil,maize
23.55882094,71.59351368,66.71995467,6.657964753,56.25,92.79,66.01,2.21,Neutral Soil,maize
19.97215954,57.68272924,63.03219202,6.596060648,54.4895,72.84,60.02,2.14,Neutral Soil,maize
18.47891261,62.69503871,65.43835393,5.970458434,54.4895,48.27,48.47,2.12,Acidic Soil,maize
21.77689322,57.80840636,102.0861694,6.158830619,57.14,50.62,56.18,0.99,Acidic Soil,maize
25.6217169,66.50415474,105.4654703,6.047906679,59.98,50.96,54.77,1.88,Acidic Soil,maize
25.19192419,66.6902901,78.06639649,5.913664501,57.29,48.42,49.58,0.53,Acidic Soil,maize
20.41683147,62.5542482,65.27798457,5.855442401,54.63,46.4,47.6,0.62,Acidic Soil,maize
24.92162194,66.78627406,108.5181845,5.750254943,60.1,46.03,51.65,1.34,Acidic Soil,maize
23.31689124,73.4541537,94.29712821,5.852607099,58.97,49.21,50.96,2.36,Acidic Soil,maize
24.84016732,68.3584573,74.05474936,6.472523287,56.99,68.88,58.72,0.93,Acidic Soil,maize
22.27526694,58.84015925,63.87020584,6.865447377,54.65,145.21743,141.688,1.36,Loamy Soil,maize
18.87751445,65.76816093,94.76189431,6.082973754,56.54,51.52,53.78,1.53,Acidic Soil,maize
25.19008683,60.2001687,72.12375573,5.919045532,56.08,46.71,48.9,0.87,Acidic Soil,maize
18.28214391,56.50010826,63.72358154,6.204747653,54.4895,50.85,50.68,0.79,Acidic Soil,maize
24.6129118,70.4162444,104.1626147,6.600827017,60.03,82.92,74.79,2.03,Neutral Soil,maize
25.1420613,65.26185135,76.68456006,6.021902237,56.99,50.02,50.45,2.45,Acidic Soil,maize
23.09348056,60.1159381,65.49730729,6.033550195,55.05,48.66,49.04,0.71,Acidic Soil,maize
18.28214391,62.89366992,84.23613484,6.28886807,55.31,56.53,55.79,1.16,Acidic Soil,maize
24.9321581,73.59052499,79.74078719,6.550563823,58.15,79.26,63.66,1.08,Neutral Soil,maize
18.28214391,71.09445342,88.07753741,5.588426629,56.31,44.95,48.23,2.37,Acidic Soil,maize
18.28362235,66.65952796,80.97573281,6.829199275,55.48,145.21743,103.21,0.66,Loamy Soil,maize
18.83344471,58.75082029,79.7532896,5.716222912,54.9,43.825,48.28,0.95,Acidic Soil,maize
25.71895816,67.22190688,74.51490791,5.588426629,57.16,43.91,46.85,0.65,Acidic Soil,maize
25.33797709,68.49835977,96.46380213,6.586244581,59.3,79.67,71.09,1.26,Neutral Soil,maize
23.89114571,57.48775781,102.8301942,5.893093135,57.85,45.58,52.39,2.09,Acidic Soil,maize
21.53574127,71.50905983,102.4852929,5.918263801,58.77,49.83,52.63,2.11,Acidic Soil,maize
23.08974909,63.10459626,70.43473609,5.588650585,55.7,43.825,46.84,0.81,Acidic Soil,maize
25.61707368,63.4711755,108.5181845,6.576418207,59.83,74.95,74.26,1.61,Loamy Soil,maize
21.44526922,63.1621551,65.88951188,6.178056304,54.96,53.05,50.69,1.57,Acidic Soil,maize
18.51816776,56.50010826,90.988051,6.641906353,55.2,76.52,73.88,1.17,Neutral Soil,maize
22.53510514,67.99257471,64.40866039,6.489040367,55.48,69.92,56.81,1.54,Acidic Soil,maize
23.02038334,61.89472002,63.03843397,5.680361038,54.99,44.07,46.84,1.74,Acidic Soil,maize
24.89364635,65.61418761,87.9298085,6.625404348,57.98,82.55,71.3,2.16,Neutral Soil,maize
25.77175115,73.59052499,107.4931917,6.524478032,60.1105,76.74,70.14,0.95,Loamy Soil,maize
19.39851734,62.35750641,63.03219202,5.696205468,54.4895,44.35,46.84,0.98,Acidic Soil,maize
21.54156232,59.64024162,108.5181845,6.803931519,57.83,121.25,114.63,2.17,Neutral Soil,maize
23.79746068,73.59052499,91.76337172,6.252797548,59.08,60.04,56.37,2.17,Acidic Soil,maize
18.9802729,73.59052499,94.26249353,6.092725883,57.41,54.64,53.85,1.51,Acidic Soil,maize
24.10859207,73.13112261,71.07562236,6.234330356,56.96,58.65,52.38,1.9,Acidic Soil,maize
24.7947077,70.04556743,76.72860067,5.722579819,57.4,46.45,48.01,2.17,Acidic Soil,maize
21.63162756,60.27766379,69.21803098,6.430616465,55.01,61.76,56.21,1.97,Acidic Soil,maize
25.37548751,57.21025565,101.7004306,5.983952675,58.2,46.89,53.35,0.52,Acidic Soil,maize
22.21738222,72.85462807,106.6213157,6.80163854,59.59,140.18,111.67,0.97,Neutral Soil,maize
20.58314011,69.00128641,66.29390357,6.499936446,55.23,71.4,57.68,1.02,Acidic Soil,maize
24.87502824,68.74248334,91.26056654,6.265564338,58.67,58.08,56.57,1.74,Acidic Soil,maize
20.03728219,56.50010826,108.5181845,6.727303282,56.84,92.0,93.31,2.21,Neutral Soil,maize
25.95263264,61.89082199,99.57981207,6.325235159,58.89,57.52,59.68,1.3,Acidic Soil,maize
19.28889933,65.47050802,71.3195307,6.807487794,55.0,132.03,89.4,0.97,Loamy Soil,maize
20.57981887,65.34583901,78.34604471,6.671085817,55.85,89.6,71.76,1.37,Loamy Soil,maize
24.71417533,56.73426469,88.45361858,6.648725327,56.89,78.45,73.57,2.12,Neutral Soil,maize
20.27317074,63.91281869,63.03219202,6.439071996,54.5,64.18,54.86,1.27,Acidic Soil,maize
18.41932981,64.23580251,76.41312437,6.474476516,55.02,66.67,59.39,2.26,Acidic Soil,maize
23.39128187,61.74427165,107.3198135,5.871647806,58.61,46.42,52.68,1.93,Acidic Soil,maize
19.84939404,61.24500053,100.7689246,5.730617109,56.81,44.47,50.58,0.52,Acidic Soil,maize
21.869274,61.91044947,107.2681929,5.850439831,58.07,46.16,52.44,1.73,Acidic Soil,maize
22.8056033,56.50768935,101.5952794,5.791649933,57.27,44.03,51.21,0.88,Acidic Soil,maize
19.0781471,69.02298571,80.72515943,6.740000688,55.91,109.64,81.4,1.72,Neutral Soil,maize
22.02720976,65.35549924,83.73280082,6.272417541,56.7,56.95,55.34,1.44,Acidic Soil,maize
23.80546189,59.24537979,89.9622014,5.715208817,57.05,43.83,49.34,0.59,Acidic Soil,maize
18.52510753,69.0276233,88.10234397,5.773454729,56.26,46.88,49.58,1.79,Acidic Soil,maize
23.50297882,61.32026065,64.77791424,5.588426629,55.19,43.825,46.84,1.37,Acidic Soil,maize
25.97981747,72.89187265,73.33636055,5.787268394,57.88,48.03,48.06,0.83,Acidic Soil,maize
19.29563411,69.63481219,83.21030571,5.77597783,56.21,47.07,49.06,2.35,Acidic Soil,maize
20.68899915,59.4375337,103.651438,6.864793607,57.08,140.858,141.688,0.75,Neutral Soil,maize
19.32666088,68.034493,84.22969177,6.192360003,56.15,55.27,53.91,2.03,Acidic Soil,maize
24.60532218,73.58868502,96.59195302,6.636803223,59.72,90.78,75.46,1.57,Neutral Soil,maize
22.27373646,59.52193158,67.96704792,5.826426917,55.01,45.22,47.72,0.91,Acidic Soil,maize
25.70196694,61.33450447,83.20711308,6.865447377,57.29,145.1194,141.66,2.46,Neutral Soil,maize
19.20129357,68.30578978,87.85092352,6.11275104,56.4,53.1,53.2,2.0,Acidic Soil,maize
21.70181447,60.47470519,95.71388473,6.708446922,56.98,92.23,83.77,1.14,Loamy Soil,maize
20.51716779,59.21235483,67.61013737,5.588426629,54.56,43.825,46.84,2.01,Acidic Soil,maize
23.30355338,73.59052499,97.59081274,5.873242491,59.3,49.6,51.55,0.53,Acidic Soil,maize
24.2547451,56.50010826,64.23845455,6.865447377,54.82,145.21743,141.688,1.42,Neutral Soil,maize
24.86374934,65.7420046,75.82270467,5.714799723,56.89,45.35,47.87,1.32,Acidic Soil,maize
22.6265115,65.77472881,88.17251033,6.78073637,57.29,119.99,93.62,1.02,Loamy Soil,maize
18.28214391,60.61494304,104.2321615,5.588426629,56.33,43.825,49.35,1.67,Acidic Soil,maize
23.26237612,72.33125523,67.10225139,5.798423908,56.27,48.06,47.45,1.82,Acidic Soil,maize
22.88330922,71.59722446,67.72777298,6.352471866,56.16,63.17,53.95,0.84,Acidic Soil,maize
25.97482359,69.36385721,103.2234212,6.822586546,60.1105,145.21743,117.58,0.91,Loamy Soil,maize
25.97981747,66.20569924,107.2361366,6.655426355,60.1105,87.64,81.5,1.5,Loamy Soil,maize
18.66116213,61.55327249,75.03247667,6.121294041,54.79,51.01,51.39,1.91,Acidic Soil,maize
25.10787449,56.50010826,78.16077693,5.790770203,56.1,43.89,48.62,1.63,Acidic Soil,maize
23.33844615,59.24580604,105.0083144,6.47444292,58.07,63.82,66.64,1.39,Acidic Soil,maize
25.08239719,65.92195844,63.03219202,6.455116637,55.74,66.3,55.29,1.66,Acidic Soil,maize
25.36768364,72.52054555,107.9124111,6.606984086,60.1105,85.36,76.61,1.18,Neutral Soil,maize
25.34217103,63.31801994,74.52082026,6.330554389,56.64,58.37,54.84,1.15,Acidic Soil,maize
25.00933355,67.816568,63.03219202,6.528631266,55.93,73.16,57.8,2.32,Neutral Soil,maize
18.66746724,71.516474,69.93293255,5.721667141,55.19,46.78,47.29,2.23,Acidic Soil,maize
20.37999665,63.73849998,108.5054416,6.644205485,57.83,83.74,80.66,1.08,Neutral Soil,maize
18.28214391,72.61024172,78.96159541,6.376651091,55.76,64.95,56.89,1.66,Acidic Soil,maize
25.97981747,71.96246617,79.84925393,6.247040422,58.35,58.67,54.14,1.44,Acidic Soil,maize
18.65396672,61.37879671,93.62039175,6.656730008,55.96,83.64,76.36,1.83,Neutral Soil,maize
25.97981747,59.37147589,85.75692395,6.2048017,57.38,52.4,54.38,1.07,Acidic Soil,maize
18.92851916,72.80086137,82.34162918,6.158860284,56.3,55.97,53.05,0.99,Acidic Soil,maize
23.30546753,63.24648023,108.5181845,6.385684214,58.91,60.89,63.61,1.18,Acidic Soil,maize
18.74826712,62.49878458,70.23401597,6.417820493,54.57,62.21,56.09,2.32,Acidic Soil,maize
19.74213321,59.66263104,65.50861389,6.381201909,54.4895,58.93,54.12,1.34,Acidic Soil,maize
25.73044432,70.74739256,98.73771338,6.865447377,59.99,145.21743,141.688,0.7,Loamy Soil,maize
29.36792366,76.24900101,92.82840911,6.149934034,61.55,56.91,54.56,0.89,Acidic Soil,banana
27.33368994,83.67675197,101.0494791,5.849076099,62.84,51.81,51.71,0.76,Acidic Soil,banana
27.40053601,82.96221306,104.9378,6.276800323,63.25,64.41,59.35,1.26,Acidic Soil,banana
29.3159075,80.11585705,90.80524328,5.926824754,61.76,52.4,51.2,2.13,Acidic Soil,banana
26.05433004,79.39654531,113.2297373,5.571082542,63.01,46.388,50.19,0.51,Acidic Soil,banana
25.86632408,84.42379269,114.5357503,6.079178788,63.9,57.5,56.58,0.92,Acidic Soil,banana
27.00932084,80.18546798,97.32531705,6.13465588,61.71,57.8,55.0,2.37,Acidic Soil,banana
29.42156793,78.06762846,99.34482238,5.808497604,62.73,49.66,51.12,2.01,Acidic Soil,banana
26.28845991,83.390039,113.8729798,5.891458107,63.87,52.57,53.7,2.48,Peaty Soil,banana
29.16226551,76.16151562,100.0075679,5.816622479,62.34,49.31,51.27,2.49,Peaty Soil,banana
28.65003945,82.68752542,98.75084366,5.843163161,63.0,51.44,51.38,1.42,Acidic Soil,banana
29.07311132,76.50045221,100.1692639,6.376756633,62.38,66.82,61.43,1.79,Acidic Soil,banana
28.08166093,76.10953962,118.2761894,5.623615687,63.89,46.4,51.46,1.54,Acidic Soil,banana
27.1994597,78.8086068,99.72430835,5.91505509,61.88,51.79,52.26,0.86,Acidic Soil,banana
28.05484146,78.04602887,108.3957179,6.435792374,63.19,73.26,61.791,0.53,Acidic Soil,banana
25.14748006,83.34688193,98.66679427,5.571082542,61.49,47.42,49.341,1.56,Peaty Soil,banana
25.94019018,78.3422098,118.9970203,6.211833161,63.53,59.82,60.27,1.62,Peaty Soil,banana
27.66752761,79.68542782,108.66464,6.435792374,63.31,73.272,61.791,1.42,Acidic Soil,banana
25.56703012,76.10953962,102.7867717,5.590236025,61.09,46.388,49.72,2.08,Acidic Soil,banana
28.6956201,82.54195839,116.1616839,6.225225239,64.9805,61.96,59.99,1.87,Peaty Soil,banana
26.33544853,76.8532006,118.6858263,6.190757459,63.35,58.49,59.56,1.97,Acidic Soil,banana
25.93730186,78.89864446,98.21747528,5.915568968,61.17,51.83,52.08,2.39,Acidic Soil,banana
25.14736487,84.51753456,91.46442491,6.195152442,60.84,61.64,55.15,1.05,Acidic Soil,banana
27.50527651,80.79783998,105.0776992,6.156373499,62.97,58.73,56.61,0.73,Acidic Soil,banana
26.21009246,82.34429458,112.0700033,6.313197204,63.44,65.97,61.76,1.95,Acidic Soil,banana
29.10403455,79.19588629,92.07835761,6.324270089,61.79,65.16,58.17,0.54,Acidic Soil,banana
29.2440638,77.32017166,90.80524328,5.707488987,61.39,47.95,49.35,0.67,Acidic Soil,banana
25.56202173,77.38229006,93.10247183,6.119216009,60.8395,56.36,54.09,0.92,Acidic Soil,banana
26.3985515,81.36028902,98.16752001,5.571401169,61.71,47.09,49.341,1.96,Peaty Soil,banana
28.09577643,77.79586769,109.5408614,5.63127166,63.3,47.05,50.67,1.02,Acidic Soil,banana
27.84767901,83.31110751,117.2878912,6.101241579,64.9805,57.81,57.4,1.0,Acidic Soil,banana
27.39341554,81.4654833,94.31102057,6.435792374,61.69,73.272,61.791,0.8,Acidic Soil,banana
25.14736487,81.38204104,118.9970203,6.098369122,63.55,57.08,57.63,0.54,Acidic Soil,banana
28.65456263,79.28693687,102.4633775,5.695267822,62.93,48.23,50.47,1.17,Acidic Soil,banana
29.16093424,76.67484233,109.575944,5.618094446,63.61,46.65,50.57,1.77,Acidic Soil,banana
27.57278064,82.0638878,91.34276507,6.435785799,61.48,73.272,61.59,1.71,Acidic Soil,banana
25.40909896,82.36208097,112.9794804,6.176644228,63.14,60.01,58.3,1.28,Acidic Soil,banana
25.99069521,83.33983116,112.0777152,6.220643671,63.49,62.08,59.17,0.61,Acidic Soil,banana
26.29039046,81.06003778,118.6730366,5.871702211,64.05,51.55,54.02,1.69,Peaty Soil,banana
29.14827211,78.71024836,117.536781,6.390741836,64.98,68.76,61.791,2.03,Acidic Soil,banana
26.59743595,79.35898915,107.3944717,6.21084479,62.59,60.17,58.15,0.53,Acidic Soil,banana
25.36059237,76.10953962,116.5531455,6.012696655,62.32,52.8,55.74,1.59,Acidic Soil,banana
29.12036889,80.18080728,112.3982055,5.908770059,64.58,52.04,53.73,1.05,Acidic Soil,banana
27.53911354,77.25629897,110.3262123,6.049801781,63.04,54.39,55.48,0.51,Acidic Soil,banana
29.42156793,83.51014178,110.2511102,6.010095853,64.9805,55.31,54.85,1.95,Acidic Soil,banana
25.14736487,84.51753456,110.4408803,5.738678895,63.06,50.21,51.67,2.38,Acidic Soil,banana
25.86824781,78.52399914,116.3019555,5.74055541,63.12,48.7,52.31,1.83,Acidic Soil,banana
25.85036988,81.95580471,118.9970203,5.793260262,64.02,50.37,53.16,1.96,Peaty Soil,banana
26.51682337,77.79913575,108.8547508,5.571082542,62.48,46.388,49.74,2.38,Acidic Soil,banana
28.66725136,79.59242542,118.2583441,5.986442306,64.9805,53.56,55.56,1.41,Peaty Soil,banana
28.14938935,81.54448882,91.40508414,5.790768046,61.66,50.23,50.08,2.06,Peaty Soil,banana
26.42313317,83.6995044,95.12322062,5.915546415,61.69,53.15,51.7,1.11,Acidic Soil,banana
26.59386409,81.40740301,109.9825551,6.242528278,63.23,62.24,59.36,1.41,Acidic Soil,banana
27.71822477,76.57853189,102.2099836,6.036079266,62.05,53.83,54.14,1.47,Acidic Soil,banana
28.98333432,82.95958244,109.022564,5.829898502,64.56,51.27,52.42,1.84,Peaty Soil,banana
29.42017919,83.96754496,117.229079,6.088064451,64.9805,57.62,57.14,2.14,Acidic Soil,banana
27.39872329,81.10523402,112.1355384,6.435792374,63.84,73.272,61.791,0.67,Acidic Soil,banana
26.4020227,84.41007614,111.0162259,5.720726906,63.75,49.79,51.57,1.92,Acidic Soil,banana
27.81251452,82.69285419,99.20961514,5.80766417,62.68,50.81,51.09,2.02,Acidic Soil,banana
25.19640218,83.55829874,115.8586081,5.703381728,63.55,49.33,51.91,1.97,Peaty Soil,banana
28.31193338,76.10953962,118.9970203,6.165001278,64.27,57.22,59.11,1.72,Acidic Soil,banana
25.90113128,80.47152737,110.10323,6.002481605,62.75,54.2,54.72,1.57,Peaty Soil,banana
27.48612983,76.11239849,109.2768851,6.212369363,62.7,58.99,58.5,2.08,Acidic Soil,banana
29.38254012,83.50423735,109.2486647,5.765308943,64.89,50.29,51.8,1.22,Peaty Soil,banana
29.22118628,81.08183635,108.8616474,5.740764682,64.33,49.32,51.53,1.48,Acidic Soil,banana
27.09062164,81.33506906,110.1331182,5.879119455,63.48,51.77,53.1,1.68,Acidic Soil,banana
26.12643374,81.81365007,104.4812858,6.099478745,62.41,57.26,55.47,1.08,Acidic Soil,banana
29.01207743,77.95192527,90.80524328,5.674403359,61.36,47.64,49.341,2.46,Acidic Soil,banana
27.96799119,79.28625709,118.9970203,5.694243847,64.72,48.22,52.2,1.92,Peaty Soil,banana
28.0764455,76.10953962,118.9923573,5.905494703,64.12,50.85,54.5,2.28,Acidic Soil,banana
25.16278237,84.51753456,90.94554618,6.110844721,60.8395,58.67,53.64,1.57,Acidic Soil,banana
25.78749808,84.51194224,114.2005455,6.020445317,63.83,55.88,55.54,2.01,Peaty Soil,banana
